,review
274,thick bead know want scrub face everyday foam like facewash smell like pulpi orang appli smell bit like turmer wash face look bright use bright previou facewash made skin dri annoy sinc skin alreadi dri without made wors definit worth money got rs sale still worth think work tan still dont see chang skin disappoint
275,good
276,product buy rs receiv charg rs donno use got alot pimpl face disappoint patanjali
277,best product price segment
278,watch receiv describ websit well pack one thing hand watch differ actual watch select even though
279,brighten skin give glow skin
280,nice product easi use gud colout
281,nice classic look watch ad benefit date window radium night use good built qualiti watch leather strap also made good materi got deliv day superb watch reason price thank amazon
282,given packet wherea thi put packet menu
283,societi masala tea far better one pack within expiri due storag condit discolor
284,good
285,good wear classic look
286,go brand like dettol seal better prefer one first time usag particular product type dettol sure whether seal manufacutur would recommend seal manufactur directli depand satisfact
287,one worst product receiv cinthol bath cool soap fragranc cool effect purchas anybodi packet show date think much much older due fragranc can not return tri use one
288,firstli thank amazon deliv essenti item lockdown red zone imposs think onlin product deliveri current situat issu product
289,good product
290,perfect look bought friend color combin fab goe indian western outfit casual profession look amaz product
291,nice product easi use gud colout
292,let get start first lest talk pro conveni one necessari thing good packag good handl awesom present good qualityso mani pro wait much con souch worthi spend time wast singl product buy that one also good option giftingif find help pleas click help
293,product excel packag realli terribl shock see box damag like thrown warehous someth luckili product mint condit locker use domest help around locker shall actual keep stress free locker easi oper day night due led backlit number illumin overal great buy wish amazon improv packag product futur
294,instant valuabl time save
295,watch awesom batteri life long last addit featur make worth buy look fashion well
296,purchas via subscrib product buck though rs mention product add gst substract promot price would go beyond total dissatisfi
297,product useless indic power proper respons either amazon manufactur custom care axecut help want return custom care execut help
298,soap realli good realli appreci qualiti leav babi skin soft moistur dri howev day use soap becam lump cream liter keep bowl scoop littl time like cream use mamaearth pleas someth without compromis qualiti
299,patanjali product reliabl howev flavour ghee less compar product market may addit process prepar may differ
300,percent satisfi custom gupta ji
301,watch good look return itbecaus tab ee adjust time loos get press movement watch stop work return
302,noth like gold tast realli unexpect worth price know hype purchas tea pack great expect disappoint even ad two full spoon tea leav realli got aroma tast even color assum review read could fake product receiv sure tri purchas give valuabl feedback
303,purchas father realli like thank amazon quick deliveri
304,use gel night cream quit happi make beauti queen overnight moistur skin non intrus way that need impact short time would natur good replenish especi summer thing think improv chang packag use bit high qualiti one cap quit sharp open close hurt oper care secondli tube usual habitu keep tube invert cap take gel open cap hard cap thick gel work conjunct open jerk throw gel around wast well mess thing around time open cap cap top invert tube take learnt mess much care patanjali sure need work packag front gel
